komentar,label
username username mau yg udah ada sekolah dan universitas yang dibangun sendiri oleh pak prabowo atau mau yg paing epic simak kata coach sty âœœï httpstcohofhttxov,1
pengamat anggap wajar cobacoba formasi sty saat lawan libya httpstcoobfqcytjo,1
nggak usah khawatir ya jebreeeteam kalo kata coach sty ðÿ btw jangan lupa tonton bahasan soal hasil uji coba indonesia ðÿðÿ vs ðÿðÿ¾ libya di dpi ntar malem ya httpstcordndfwjsi,1
username kmrn adalah kamuflase sty supaya kekuatan sebenarnya tidak tampak tunggu saatnya jepang akan,1
username ini salah satu pertimbangan knp sty ga pilih stefano ya selain karna defensive action nya kurang dan role nya di borneo kurang cocok dngn skema yg dimainkan sty,1
pemain banyak yg baru debut ada yg abroad bru dateng pemain debutan dan sty lagi bentuk chemistry antar pemain dan rotasi pun hampir tim di match semalem toll bgt yg cmn liat kebobolan ama kalahnya doang,1
pelatih baru nanti dia jelas diuntungkan karena dapat skuad yang sudah bagus dan bisa dimainkan semua sedangkan sty selama jadi pelatih untuk dapat skuad bagus saja harus bertahap karena tidak semua ada dan bisa langsung dimainkan ðÿââï,1
username pelatih baru nanti dia jelas diuntungkan karena dapat skuad yang sudah bagus dan bisa dimainkan semua sedangkan sty selama jadi pelatih untuk dapat skuad bagus saja harus bertahap karena tidak semua ada dan bisa langsung dimainkan ðÿââï,1
ada yg bilang âœkami yang sadar akan proses tau coach apa yang anda lakukan tadi malamâ in sty we trustðÿ,1
username semoga yg gw harapin bener klo sty masih nyembunyiin strategi bagusnya soalnya klo ngga menurut gw permainan di jaman luis milla lebih enak diliat apalagi jaman sty sekarang pemain skillnya udh bagus dulu luis milla masih bnyak lokalan,1
username username piala indonesia bagaimana yg professional ataupun yg youth cba renungkan username mau timnas main kek jepang ya federasinya lah yg hrus muter otak sty pelatih amp jelas hrus benenah tp klo mau dpet hsil yg lbh baik ya fundamentalnya dong di beresin,1
username username xixixiixi bagi sty dendy kualitasnya setara asia lilipaly aff doang,1
username cuma berharap sty di piala asia nnti bisa lebih maksumal,1
percuma sih ngerecokin dan hate pemain di sosmed itu mh ibarat lu nyapu pasir di gurun justru kalian klo benerâ² peduli sama timnas harusnya sadar timnas di era sty pas dia diawal dan satu tahun kmren itu beda mungkin dia kehilangan teman diskusi bisa aja kan,1
username masuk bool lu un nanti aja anjir ngenilainya pas di piala asia toh yg ngelolosin indo ke piala asia ya sty bukan kim jong un,1
hasil jarang sparing away salah satunya nihdan jelas sty berusaha berexperimentkeep it up bro,1
username sy sih justru optimis sm permainan babak keini cm laga uji coba utk explore dan experimendi luar kesalahan bek timnaspermainan timnas babak ke lbh menjanjikannext qt liat di leg ke vs libyatentu sty akan pakai formasi yg agak serius,1
username woii kasian napa ama mang justin hubner dia baru debut latian jg blm lama cmon lah ni sty jg msh banyak eksperimen buat piala asia,1
username setujuu sepertinya pertanyaan yg sama juga ada di kepala sty deh underutilized mungkin rasanya tp ngelihat pemain yg ada posisi dia paling pas memang bek kanan sih tengah sama belakang udah penuh sesak tinggal gmn dia bersaing sama asnawi aja,1
username username izin menambahkan bungcep dan bungjoe walaupun metode yang diterapkan sty mulai dari pola makanan latihan hingga strategi sudah baik tapi pihak klub dan pemainnya sendiri tidak koperatif ya level timnas kita akan di situ situ saja,1
username username ini ujiang bagi sty atau trosier siapa yg gagal kemungkinan bisa disepak dari kursi kepelatihan timnasnya masing in sty we trus god please help us,1
username username username klo mnurut gw sih emg ada budaya sepak bola sih antara sty sm pemain naturalisasitp gw prcaya ini bakal jadi tmbh kaya pngalamannya sm gaya mainnyalebih pasnya emg pressure yg dikasi ga ngotak sihg ad trend positif yg dikasi dri publik ke mereka,1
username iya dih sty sampai piala asia ini jga gpp yang santer van bronckhorst,1
username username username setuju tgl mungkin sty bakal ngacak lagi komposisi pemain nya atau final form nya nnti pas lawan iran di friendly ke buat amat bener banget dia kayak nya jadi mentor aja deh atau asst sty buat backup sama coach nova biar makin solid di lini belakang,1
username jangan diragukan lagi jerman pun di obok sty apalagi cuma vietnam dan jepang,1
username username justru itu sty itu bukan butuh yg cuma bisa cetak gol aja tapi fisik ada dan juga dendy ini untuk sementara menjelang ragnar masuk lagian ngapain nonton liga indo atau ngikutin banget toh liganya aja ga beres jgn mengandalkan pemain liga lokal kalo bagian depan om wkwk,1
username username lah komen kok bodoh noh liat jepang berapa pemain yang main di liga jepang yang di panggil timnas trus lu maunya sty memilih pemain yang main di liga indonesia dari pada pemain yang main di liga eropa,1
username username username itu jadi hal yang lumrah atau tabu di federasi kita karena federasi juga ngasih target ke pelatih tapi beberapa ada yang bilang gaya filosofi sty gak sesuai dengan gaya pemain keturunan yang bersifat eropa gue cuman berharap sty ngasih yang terbaik aja buat timnas,1
username username dulu pelatihnya ini di aff bkin kejutan di puji puji tidak ada yg bisa memprediksi starting eleven sty skrng bgini di hujat trgantung pemain pemain tuh diksih tanggungjawab suruh striker jd bek ya laksanakan tunggu aja di piala asia ini klo ancur baru evaluasi,1
username username username nah ini lah lo termasuk org yg membenturbenturkan lokal sama naturalisasi korban omongan sty yg suka menjelekjelekan lokal dan mengagungagungkan naturalisasi,1
hubner bahkan blm latihan bareng tim tp langsung dimainin sm sty fix jd pemain inti sih ini pertanyaannya sty ttp mainin dia sbg lcb posisi aslinya walau pengalaman di senior masih mentah bgt atau digeser jd dmf energi mudanya bs dimanfaatin jd ball winner di tengah,1
username username kayaknya emang lagi pada underperform terus juga sbnernya di uji coba kemarin sty lagi fokus bereksperimen witan aja dijadiin rb semalam padahal stok rb timnas masih ada walsh asnawi tapi lebih milih nyoba witan di rb harusnya laga uji coba tuh jangan ditayangin,1
username username username username klo msih goblok ya emank pemain kita yg levelnya segituitu fakta jangankan stypep guardiola pun klo latih timnas kita bisa mendadak tololðÿž,1
username sty sengaja mainin dulu banyak pemain lokal buat jadi perbandingan gimana kualitas yg main di liga sama kualitas pemain yg di liga luar,1
username username positifnya uji coba ini kalau sty amp tim jadi tau kelemahan mereka saat uji coba berusaha lebih baik saat piala asia nanti negatifnya kena mental semoga jauh lebih baik dari kemarin pas piala asia nanti,1
username username username kerasa jomplang banget ngeliat pasing pemain pure indonesia sama half blod heheberarti sty bener minta pemain keturunan,1
username username hooh makanya diganti semua pemain jadi semoga bener aja eksperimen sty,1
username tenang maseeee percaya styðÿ,1
username username namanya ujicobalu pernah liat sty pake formasi kemaren baru bgt ituapalagi justin blm sampe hari latihan blm baru debut juga,1
username taktik sty ini biar kekuatan sesungguhnya timnas gak ketahuan oleh lawan di fase grup piala afc hha,1
selalu saya katakan ke username olah raga itu hrs independen bila dicampur aduk dgn politik hancur apakah sty salah gak bagus tidak bibit pesepak bola kita yg blm ada utk level asia bahkan dunia utk level asia tenggara saja kita sdh dikejar vietnam dan myanmar malu httpstcodgqwylppo,1
username username netizen maunya menang mulu ðÿ wajar lah sty nyoba semua pemain namanya juga friendly match,1
username seinget gw komentator blg gini dgn hadirnya bberapa pemain baru sty mencoba beberapa posisi dalam laga ini,1
username lha gimana timnas bukan buat ngatur gimana main bola yg bener gimana penempatan yg bener itu kan tugas klub di timnas tinggal panen hasil yg udah bener di liga maupun klub sedikit banyak itu yg bikin sty ngambilin pemain diaspora,1
username kebiasaan sty kalau ujicoba suka bapuk pas main di turnamen apa fmd gacoorr,1
username username username sty minta naturalisasi itu karena lokal kita ngampas kalo lokal bagus y pake lokal g naturalisasi kaya pas ngelatih korsel tolong dong logika dipake ðÿœ,1
username username username yahhhh kebiasaan netijen kita bahkan udah ada yg nyuruh nyoret justin dan teriak sty out ðÿ bandingkan saat indonesia menang wo kontra libya di gbk,1
username ini strategi sty menyembunyikan kekuatan timnas yg sebenarnya agar tidak dipantau irakjepangvietnam di laga asia nanti ini contoh twit pemuja sty,1
username username pujian adalah racun termasuk sty udh cukup maklumisasi saatnya kasih kritikan pedas,1
sty masih berproses yes ðÿœ,1
username yup bisa jadi kaya gini karna dari awal sebenernya arhan sudah masuk skema sty tapi kl dr performa kerasa bgt penurunannya karna ga main reguler,1
username username seenggaknya netijen gak spesifik ngehujat pemain siapa siapanya ndos wk paling sty yg kena tp ya sty mana peduli uji tanding gak ada target menang terusðÿ,1
username masih seru sih antara arhanedo walau sty kecenderungannya bakal ttp pilih arhan,1
username username username username kalo dr berita yg beredar gt match kmrn match biasa pas jumat besok baru masuk fifa match a mskpn match biasa yaa sty nii kebiasaan suka nyoba hal diluar nalar yg bkin naik darah wkwkwk,1
username mourinho allegri guardiola juga bakal nyerah dengan skuat timnas emang dari fundamentalnya aja gak megang makanya sty bisa bawa tim ini lolos ke asian cup aja udah ajaib,1
kalah seri menang itu hal yang wajar di sepakbola kita tetap dukung apapun hasilnya kritik sewajarnya jangan bawa localnaturalisasi samasama cinta bola dan untuk lambang garuda di dada ðÿðÿðÿðÿðÿðÿðÿâïâï kami akan terus support dimanapun kamu berada dan dalam keadaan apapun âï httpstconopvdol,1
supporter bola indo ini sdmnya pada rendah yg mrk ngerti tuh cuma bagian naturalisasi saja seketika mrk lupa gmn mrk merendahkan pemain lokal yg ngrendahin pemain naturalisasi mah cuma beberapa tp dibikin heboh sdngkn yg ngrendahin pemain lokal smpe bawa personal tuh banyak,1
gue plg benci sm akunâ bola indo yang mengandalkan drama ga penting buat mendongkrak popularitasnya masalah naturalisasi dan pelatih itu ibaratnya paling nomor bontot kalo masalah prioritas,1
malaysia juga banyak menggunakan pemain keturunan dan naturalisasi jumlah ini lebih banyak dari indonesia yang saat ini diisi oleh pemain keturunan yang dinaturalisasi untuk piala asia ðÿpengamatsepakbola galerisepakbola timnas timnasday timnasindonesia httpstcoqdjrrlbzx,1
username username ya deh bang gua ga bertujuan membela naturalisasi ataupun membela hasil buruk timnas tetapi meluruskan kalau main bola tidak semudah melihat hasil pertandingan,1
username username inggris france aja yg jago maen bola msh byk naturalisasi,1
username username emang nya main bola kumpulin orang langsung main trus langsung hebat kan butuh penyesuaian bang kalau benerin pembinaan dan perbanyak kompetisi gw juga setuju bang tapi kalau konteks naturalisasi yah sabar aja sampai lihat di piala asia,1
username pemain yg sekarang aq lihat ga banyak tingkah kayak si diego ini malah banyak ngasih hal positif kayak sandy negur halus jangan terlalu banyak ngemil coklathal seperti ini yg ga dilihat sama kaum yg kontra naturalisasiya ga bro usernameðÿðÿ,1
username kurangnya timnas masih perlu pemain naturalisasi ayo pssi lebih giat lagi cari orangorang yang mau jadi wni dan pemain bola yang bagus biar prestasi kita terangkat paling tidak di level asia kalo perlu full team dan pemain cadangan juga,1
username username main bola nunggu bukan jemput bola seklas pemain naturalisasi jd bingung mau ngumpan akhirnya balik lg oper belakang wkwk umpang crosing udah kalah tinggi postur,1
bacot ih lokal ataupun naturalisasi kalo ga klop atau chemistrynya kureng yaa ga bakalan bagus mainnya gue malu anjir fans bola indo pada tololsalah dikit kritiknya kemana org yg udh ga main di babak aja masih aja disuruh keluar y gimana mau keluar masuk aja gaðÿ,1
untuk lini serang gak bisa berwordword dikasih bola bawah kerebut dikasih bola atas kalah duel dan serung cenderung memaksakan fix waktunya naturalisasi erling haaland dan mbappe,1
username bola lebih ngalir emang butuh full naturalisasi ini mah,1
username bisa yuk full pemain naturalisasi gw capek ngeliat batang kayu maen bolaðÿ,1
username username awas nanti pengamat indonesia yg paham sepak bola indonesia bilang oh ini salah pelatih bukan pemain padahal suporter liat ya elah pemain local main gini piala asia di obok doang full naturalisasi juga gak apa setidaknya punya gaya main gak gampang salah pasing sama vs kalah,1
naturalisasi semua pemain bola yg di dunia ðÿœ,1
username username username username lu nnton match mana idiottt ga liat lawan turkmenistan ga liat u liat lg dek chemistry u lebih mateng bisa tiki taka main bola pendek gak kek senior yg full naturalisasi main msh longball kacauu orang kek elu sampahâ² fans timnas liat bola ga objektif memek,1
username terbaik di atas kertas sih harusnya iya terbaik tp sepak bola gk bs diprediksi dg kuantitatif justru ini spt tamparan keras utk kita sendiri kita sibuk banget harus naturalisasi pemain demi menyesuaikan level timnas kita sdgkan ada halâ² lain yg perlu utk dikembangkan juga,1
username username makanya gw bilang gtu pemain indo yg abord aja kualitasnya masih gtu aja sokan nolak pemain naturalisasi yg main di eropa setidaknya dr pemahaman bola diatas pemain indo yg passing kontrol masih ancuran so gk usah dah teriak lokal pride lagi kalo kualitas gtu aja,1
username username username ya kan memang keturunan substansinya apa kalo beliau tu keturunan daftar capres bisa uu tidak melarang sederhananya main bola aja bisa naturalisasi mereka bisa membela indonesia ahok aja bisa jadi bupati jadi gubernur mikir yg tidak boleh itu mengutakatik uu lewat mk,1
username username username gk ada yang di akalin semua sesuai prosedur naturalisasi ternyata emang hate speech saja daritadi argumen mu ðÿ dah kelihatan dungu nya ya emang naturalisasi tujuan nya sepak bola emang mau buat apa nambah pasukan tni ðÿ bahasa indonesia gk wajib dalam naturalisasi,1
username username username akan paham dong yakali gk pahamðÿ cadangan wkwkwwk pemain naturalisasi harus main gitu ðÿ walau cidera wajib dimainkan dungu cadangan dalam sepak bola itu wajar buset akal sehat nya hilang rotasi dalam tim itu penting blok ðÿ,1
username username ngeri sekali hari gini masih bicara ras bukankah ketika sudah menjadi warga negara indonesia memiliki hak yang sama anda harus banyak belajar dari sepak bola indonesia yang naturalisasi saja memiliki hak yang sama apalagi yang lahir dan besar di negri ini,1
username username username username udah ada aturan nya soal naturalisasi dan selama ini naturalisasi pemain bola di sahkan oleh dpr dan gk ada masalah pemerintah gk ribet kok elu ribet ðÿ wkwkwkwkw dungu,1
username username username username inget kata gw bahwa naturalisasi lebih besar dr urusan main bola tp ya kalo taunya cm urusan bola ya wajar ðÿ,1
padahal situasinya skrg lebih banyak yg dukung naturalisasi amp progress sty di timnas ngebenturin hal ini justru malah nambah musuh amp org antipati sm opininya harusnya netizen ini dirangkul biar makin banyak yg cerewet tagih perbaikan sistem pembinaan ke federasi,1
username setuju sejauh ini masih banyak pembenturan pembinaan dengan isu naturalisasi apalagi yg bikin narasi polarisasi dengan melabeli lokal dan naturalisasi di timnas ini narasi buat perpecahan kubu antar suporter indonesia,1
yuk jurnalis pengamat influencer netizen yg ngakunya peduli pembinaan usia muda sering ramein atau bikin postingan semacam ini yuk kita fokus support perbaikan grass root amp youth development drpd trus benturin isu ini sm naturalisasi udh gak relevan lg,1
username username username username butuh itu apa maksudnya kalo ukurannya di atas pemain lokal ya rata rata naturalisasi demikian wong naturalisasi pd berkarir di eropa bahkan bbrp di divisi teratas tp ini kan bola emang kalah ya tinggal kalah kan gak bakal pd mati lu kalah bola doang,1
username klo cuma karna banyak pemain naturalisasi filipina lebih banyak harusnya mereka lebih pantas berpestasi klo tc di luar negeri emang seharusnya dilakuin dari dulu siapapun pelatihnya klo pssi emang niat majuin sepak bola indonesia,1
username yg lokalâ koarâ gamau nerima pemain naturalisasi coba liat nihhh pemain lokal yg klean banggain bandel bgt ksel gue lama lama ngeliat kelakuan timnas bola indo udah bukan kek atlet tpi kelakuannya malah kek seleb ngelanggar peraturan coach yg jelasâ itu buat kebaikan mereka,1
a untuk timnas ðÿ ðÿ ðÿ statistik thom haye di eropa sungguh mengesankan pantas jadi andalan kita semoga proses naturalisasi berjalan lancar dan haye bisa memberikan kontribusi besar untuk kebangkitan sepak bola indonesia ðÿª âš½ ï,1
username username username ya memang dr dulu pemain indo gapernah fit makanya gapernah bisa main bola gapernah bisa menang udah cocok naturalisasi semua lebih disiplin tu bule,1
ciee si thom haye lagi ngebut nih karirnya di sepak bola eropa keren banget bro sekarang lagi proses naturalisasi buat main di timnas indonesia semoga bisa jadi pemain tengah kelas dunia deh,1
username kompetisi dari tahun an hasilnya ya gtu saja hal dasar dalam diet saja masih jauh dari harapan pdhal kalau kata media gaji pemain bola lokal udah tinggi naturalisasi cara yg halal toh yg dicari halfblood liga dan pemain di dalam negeri arus bisa cath up nutup gapnya,1
masa penduduk an juta masih harus nyari naturalisasi sih buat dpt pemain bola bro jumlah diaspora kita tuh jutaan salah satu yg terbanyak di asia masa dari juta itu trus ada yg jago ga boleh diambil mereka kan aset kita jg,1
username username username van burgerking mah udah gamain bola baru dinaturalisasi emang pssi jaman dulu aja kocak naturalisasi asalasalan buktinya lilipaly yang periode sama naturalisasi gagal itu sukses kok ðÿ,1
username padahal akar permasalahan ada disitu naturalisasi cuma konsekuensi dari jeleknya kualitas kompetisi dan pembinaan usia dini bola lokal lucunya yang selalu dikritisi konsekuensi nya tapi akar dari permasalahannya pada ademâ² aja,1
nah tuh tahu kalau kompetisi sama pembinaan usia muda perlu dibenah naturalisasi keturunan kok terdengar jadi alasan untuk terhambatnya pengembangan sepak bola lokal,1
kompetisi bola lokal saja persoalan kinerja wasit tahun ke tahun blm ada perubahan signifikan gue sih setuju naturalisasi pemain berdarah indo,1
username bang argentina yg juara dunia aja baru ini ambil pemain spanyol loh pemain keturunan udah biasa dalam dunia sepak bola berhubung negara kita ga menganut dwikenegaraan makanya harus naturalisasi,1
username krn sistem pembinaannya masih blm rapiasalan jd banyak yg takut naturalisasi bikin federasi makin males benerin aspek ini kuncinya ada di keseriusan federasi benahi sistem pembinaan biar g terus dibenturin sm isu naturalisasi,1
username username situasi skrg hampir semua lini kurang kuat untuk bersaing di level asia talenta diaspora blm tentu tiap tahun muncul jd g ada salahnya klo mau memaksimalkan toh buat kepentingan negara jg soal pembinaan ini bahasan berbeda mau ada naturalisasingga y harus ttp jln,1
username username satu line up naturalisasi smua,1
username username username tapi disini squadnya merata bukan cm material posisinya tapi pemain berdarah jawa sumatera naturalisasi sampe anak timur papua bener berhasil menyatukan fanatik club bola yg waktu itu lagi rusuhnya jd terbaik bukan cm prestasinya tapi vibes nya waktu itu berasa bgt,1
username username username iya neneknya oramg sulawesi itu udah memenuhi syarat fifa kok untuk di naturalisasi half blood sampai pihak kakeknenek,1
username seharusnya pemerintah bersikap jelas memulangkanmengusir mereka itu ndak mungkin dan tidak dibenarkan uud peri kemanusiaan membuat mereka terus djadi pengungsi pun mau sampai kapan kalau naturalisasi atas nama sepak bola sadja ada kenapa atas dasar kemanusiaan tidak bisa,1
username pemain naturalisasi udah sekarang waktunya ganti generasi komentator juga nonton timnas komentator cuma modal semangat dan jargon konyol sesekali undang kek para pengamat bola di x ini aslibeberapa ulasannya keren ngebahas taktik,1
username username thun llu gk di naturalisasi mgkin msih trauma sama paketan naturalisasi era dualisme dlu lent tkut salah comot taulah sifat org indo klo trauma lebaynya gk ketulungan,1
username username tahun lalu indonesia memang ga gencar buat naturalisasi pemain mungkin ini waktu yang pas buat dia,1
,1
naturalisasi pemain keturunan menjadi langkah efektif sehubungan dengan pengelolaan akademi sepak bola indonesia yang belum bagus dan pengelolaan liga indonesia yang dinilai masih belum bisa bersaing dengan liga liga tetangga seperti malaysia hanya beropini saja,1
semua persyaratan yang diperlukan untuk proses naturalisasi semoga thom haye segera menjadi bagian dari timnas indonesia dan memberikan kontribusi besar dalam perjalanan sepak bola indonesia,1
username mau percaya sama akmal aja udah aneh dulu pas belum jadi anggota satgas anti mafia bola dia koar punya bukti adanya praktik mafia bola di internal federasi eh sekarang cuma tebar gosip yg mendiskreditkan pemain naturalisasi dan pelatih timnas httpstcohrkqdcx,1
